"ID","age","value"
"5.2.3","55 to 64",4
"5.2.3","65+",1
"5.2.30","16 to 19",0
"5.2.30","20 to 24",3
"5.2.30","25 to 34",3
"5.2.30","35 to 44",5
"5.2.30","45 to 54",1
"5.2.30","55 to 64",4
"5.2.30","65+",0
"5.2.31","16 to 19",57
"5.2.31","20 to 24",72
"5.2.31","25 to 34",100
"5.2.31","35 to 44",94
"5.2.31","45 to 54",110
"5.2.31","55 to 64",57
"5.2.31","65+",16
"5.2.32","16 to 19",0
"5.2.32","20 to 24",2
"5.2.32","25 to 34",9
"5.2.32","35 to 44",1
"5.2.32","45 to 54",8
"5.2.32","55 to 64",5
"5.2.32","65+",1
"5.2.33","16 to 19",2
"5.2.33","20 to 24",8
"5.2.33","25 to 34",20
"5.2.33","35 to 44",17
"5.2.33","45 to 54",21
"5.2.33","55 to 64",10
"5.2.33","65+",5
"5.2.34","16 to 19",0
"5.2.34","20 to 24",0
"5.2.34","25 to 34",1
"5.2.34","35 to 44",0
"5.2.34","45 to 54",0
"5.2.34","55 to 64",0
"5.2.34","65+",0
"5.2.35","16 to 19",0
"5.2.35","20 to 24",0
"5.2.35","25 to 34",3
"5.2.35","35 to 44",0
"5.2.35","45 to 54",2
"5.2.35","55 to 64",1
"5.2.35","65+",0
"5.2.36","16 to 19",1
"5.2.36","20 to 24",2
"5.2.36","25 to 34",8
"5.2.36","35 to 44",8
"5.2.36","45 to 54",8
"5.2.36","55 to 64",14
"5.2.36","65+",1
"5.2.4","16 to 19",0
"5.2.4","20 to 24",6
"5.2.4","25 to 34",10
"5.2.4","35 to 44",19
"5.2.4","45 to 54",33
"5.2.4","55 to 64",21
"5.2.4","65+",3
"5.2.5","16 to 19",0
"5.2.5","20 to 24",1
"5.2.5","25 to 34",5
"5.2.5","35 to 44",2
"5.2.5","45 to 54",5
"5.2.5","55 to 64",4
"5.2.5","65+",2
"5.2.6","16 to 19",1
"5.2.6","20 to 24",11
"5.2.6","25 to 34",56
"5.2.6","35 to 44",98
"5.2.6","45 to 54",159
"5.2.6","55 to 64",165
"5.2.6","65+",95
"5.2.7","16 to 19",53
"5.2.7","20 to 24",193
"5.2.7","25 to 34",559
"5.2.7","35 to 44",772
"5.2.7","45 to 54",933
"5.2.7","55 to 64",684
"5.2.7","65+",211
"5.2.8","16 to 19",0
"5.2.8","20 to 24",10
"5.2.8","25 to 34",69
"5.2.8","35 to 44",78
"5.2.8","45 to 54",91
"5.2.8","55 to 64",88
"5.2.8","65+",47
"5.2.9","16 to 19",0
"5.2.9","20 to 24",4
"5.2.9","25 to 34",5
"5.2.9","35 to 44",8
"5.2.9","45 to 54",15
"5.2.9","55 to 64",8
"5.2.9","65+",21
